,Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Rate per 100000,Population
3683,Chlamydia,2016,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,31217,510.9,6109662
3684,Chlamydia,2015,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,28665,478.1,5995196
3685,Chlamydia,2014,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,26508,449.4,5898530
3686,Chlamydia,2013,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,24910,428.4,5814237
3687,Chlamydia,2012,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,24542,426.8,5750836
3688,Chlamydia,2011,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,23251,409,5684627
3689,Chlamydia,2010,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,21316,380.1,5607862
3690,Chlamydia,2009,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,21325,385.4,5532575
3691,Chlamydia,2008,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,21263,390.1,5451253
3692,"Early Non-Primary, Non-Secondary Syphilis",2020,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,615,9.6,6406520
3693,"Early Non-Primary, Non-Secondary Syphilis",2019,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,721,11.3,6406520
3694,"Early Non-Primary, Non-Secondary Syphilis",2018,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,599,9.5,6317962
3695,"Early Non-Primary, Non-Secondary Syphilis",2017,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,588,9.4,6223296
3696,"Early Non-Primary, Non-Secondary Syphilis",2016,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,446,7.3,6109662
3697,"Early Non-Primary, Non-Secondary Syphilis",2015,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,293,4.9,5995196
3698,"Early Non-Primary, Non-Secondary Syphilis",2014,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,198,3.4,5898530
3699,"Early Non-Primary, Non-Secondary Syphilis",2013,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,204,3.5,5814237
3700,"Early Non-Primary, Non-Secondary Syphilis",2012,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,181,3.1,5750836
3701,"Early Non-Primary, Non-Secondary Syphilis",2011,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,146,2.6,5684627
3702,"Early Non-Primary, Non-Secondary Syphilis",2010,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,109,1.9,5607862
3703,"Early Non-Primary, Non-Secondary Syphilis",2009,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,64,1.2,5532575
3704,"Early Non-Primary, Non-Secondary Syphilis",2008,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,98,1.8,5451253
3705,Primary and Secondary Syphilis,2020,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,836,13,6406520
3706,Primary and Secondary Syphilis,2019,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,816,12.7,6406520
3707,Primary and Secondary Syphilis,2018,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,802,12.7,6317962
3708,Primary and Secondary Syphilis,2017,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,677,10.9,6223296
3709,Primary and Secondary Syphilis,2016,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,565,9.2,6109662
3710,Primary and Secondary Syphilis,2015,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,445,7.4,5995196
3711,Primary and Secondary Syphilis,2014,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,344,5.8,5898530
3712,Primary and Secondary Syphilis,2013,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,284,4.9,5814237
3713,Primary and Secondary Syphilis,2012,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,302,5.3,5750836
3714,Primary and Secondary Syphilis,2011,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,328,5.8,5684627
3715,Primary and Secondary Syphilis,2010,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,266,4.7,5607862
3716,Primary and Secondary Syphilis,2009,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,139,2.5,5532575
3717,Primary and Secondary Syphilis,2008,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,181,3.3,5451253
3718,AIDS prevalence,2020,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,7225,111.4,6488390
3719,AIDS prevalence,2019,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,7187,112.2,6407007
3720,AIDS prevalence,2018,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,7101,112.3,6320711
3721,AIDS prevalence,2017,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,7015,112.7,6226981
3722,AIDS prevalence,2016,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,6872,112.4,6112944
3723,AIDS prevalence,2015,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,6830,113.9,5997811
3724,AIDS prevalence,2014,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,6685,113.3,5900568
3725,AIDS prevalence,2013,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,6501,111.8,5815833
3726,AIDS prevalence,2012,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,6331,110.1,5751917
3727,AIDS prevalence,2011,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,6227,109.5,5685208
3728,AIDS prevalence,2010,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,6123,109.2,5607984
3729,AIDS prevalence,2009,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,5928,107.1,5532584
3730,AIDS prevalence,2008,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,5729,105.1,5451257
3731,HIV prevalence,2020,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,14303,220.4,6488390
3732,HIV prevalence,2019,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,13946,217.7,6407007
3733,HIV prevalence,2018,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,13520,213.9,6320711
3734,HIV prevalence,2017,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,13116,210.6,6226981
3735,HIV prevalence,2016,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,12637,206.7,6112944
3736,HIV prevalence,2015,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,12311,205.3,5997811
3737,HIV prevalence,2014,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,11887,201.5,5900568
3738,HIV prevalence,2013,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,11418,196.3,5815833
3739,HIV prevalence,2012,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,10993,191.1,5751917
3740,HIV prevalence,2011,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,10617,186.7,5685208
3741,HIV prevalence,2010,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,10391,185.3,5607984
3742,HIV prevalence,2009,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,9738,176,5532584
3743,HIV prevalence,2008,Washington,53,Ages 13 years and older,All races/ethnicities,Both sexes,9416,172.7,5451257
3744,Gonorrhea,2020,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,,,1536993
3745,Gonorrhea,2019,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1769,115.1,1536993
3746,Gonorrhea,2018,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1140,73.8,1545008
3747,Gonorrhea,2017,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1296,83.4,1554269
3748,Gonorrhea,2016,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,919,58.7,1564340
3749,Gonorrhea,2015,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,768,48.8,1572496
3750,Gonorrhea,2014,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,840,53.2,1578239
3751,Gonorrhea,2013,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1063,67.2,1581318
3752,Gonorrhea,2012,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,830,52.4,1582618
3753,Gonorrhea,2011,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,794,50.2,1581761
3754,Gonorrhea,2010,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,579,36.7,1578847
3755,Gonorrhea,2009,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,475,30.8,1544677
3756,Gonorrhea,2008,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,745,48.4,1540288
3757,Chlamydia,2020,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,5426,353,1536993
3758,Chlamydia,2019,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,5340,347.4,1536993
3759,Chlamydia,2018,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,3598,232.9,1545008
3760,Chlamydia,2017,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,4134,266,1554269
3761,Chlamydia,2016,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,4819,308.1,1564340
3762,Chlamydia,2015,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,4952,314.9,1572496
3763,Chlamydia,2014,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,4714,298.7,1578239
3764,Chlamydia,2013,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,5131,324.5,1581318
3765,Chlamydia,2012,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,4784,302.3,1582618
3766,Chlamydia,2011,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,4287,271,1581761
3767,Chlamydia,2010,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,3872,245.2,1578847
3768,Chlamydia,2009,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,3602,233.2,1544677
3769,Chlamydia,2008,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,3312,215,1540288
3770,"Early Non-Primary, Non-Secondary Syphilis",2020,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,111,7.2,1536993
3771,"Early Non-Primary, Non-Secondary Syphilis",2019,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,83,5.4,1536993
3772,"Early Non-Primary, Non-Secondary Syphilis",2018,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,55,3.6,1545008
3773,"Early Non-Primary, Non-Secondary Syphilis",2017,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,34,2.2,1554269
3774,"Early Non-Primary, Non-Secondary Syphilis",2016,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,51,3.3,1564340
3775,"Early Non-Primary, Non-Secondary Syphilis",2015,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,40,2.5,1572496
3776,"Early Non-Primary, Non-Secondary Syphilis",2014,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,23,1.5,1578239
3777,"Early Non-Primary, Non-Secondary Syphilis",2013,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,10,0.6,1581318
3778,"Early Non-Primary, Non-Secondary Syphilis",2012,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,10,0.6,1582618
3779,"Early Non-Primary, Non-Secondary Syphilis",2011,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,0,0,1581761
3780,"Early Non-Primary, Non-Secondary Syphilis",2010,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,4,0.3,1578847
3781,"Early Non-Primary, Non-Secondary Syphilis",2009,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,8,0.5,1544677
3782,"Early Non-Primary, Non-Secondary Syphilis",2008,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,16,1,1540288
3783,Primary and Secondary Syphilis,2020,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,127,8.3,1536993
3784,Primary and Secondary Syphilis,2019,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,79,5.1,1536993
3785,Primary and Secondary Syphilis,2018,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,65,4.2,1545008
3786,Primary and Secondary Syphilis,2017,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,62,4,1554269
3787,Primary and Secondary Syphilis,2016,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,53,3.4,1564340
3788,Primary and Secondary Syphilis,2015,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,52,3.3,1572496
3789,Primary and Secondary Syphilis,2014,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,28,1.8,1578239
3790,Primary and Secondary Syphilis,2013,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,15,0.9,1581318
3791,Primary and Secondary Syphilis,2012,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,8,0.5,1582618
3792,Primary and Secondary Syphilis,2011,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,4,0.3,1581761
3793,Primary and Secondary Syphilis,2010,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,6,0.4,1578847
3794,Primary and Secondary Syphilis,2009,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,8,0.5,1544677
3795,Primary and Secondary Syphilis,2008,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,13,0.8,1540288
3796,AIDS prevalence,2020,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1027,67,1532767
3797,AIDS prevalence,2019,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1018,66.1,1539410
3798,AIDS prevalence,2018,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1003,64.9,1546049
3799,AIDS prevalence,2017,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,986,63.4,1555672
3800,AIDS prevalence,2016,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,977,62.4,1565575
3801,AIDS prevalence,2015,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,954,60.6,1573552
3802,AIDS prevalence,2014,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,986,62.4,1579124
3803,AIDS prevalence,2013,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,969,61.3,1582011
3804,AIDS prevalence,2012,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,990,62.5,1583082
3805,AIDS prevalence,2011,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,934,59,1582020
3806,AIDS prevalence,2010,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,889,56.3,1578872
3807,AIDS prevalence,2009,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,756,48.9,1544706
3808,AIDS prevalence,2008,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,730,47.4,1540309
3809,HIV prevalence,2020,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,2089,136.3,1532767
3810,HIV prevalence,2019,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1992,129.4,1539410
3811,HIV prevalence,2018,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1891,122.3,1546049
3812,HIV prevalence,2017,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1792,115.2,1555672
3813,HIV prevalence,2016,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1741,111.2,1565575
3814,HIV prevalence,2015,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1693,107.6,1573552
3815,HIV prevalence,2014,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1728,109.4,1579124
3816,HIV prevalence,2013,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1677,106,1582011
3817,HIV prevalence,2012,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1704,107.6,1583082
3818,HIV prevalence,2011,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1624,102.7,1582020
3819,HIV prevalence,2010,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1531,97,1578872
3820,HIV prevalence,2009,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1342,86.9,1544706
3821,HIV prevalence,2008,West Virginia,54,Ages 13 years and older,All races/ethnicities,Both sexes,1303,84.6,1540309
3822,Gonorrhea,2020,Wisconsin,55,Ages 13 years and older,All races/ethnicities,Both sexes,10335,209.8,4925501
3823,Gonorrhea,2019,Wisconsin,55,Ages 13 years and older,All races/ethnicities,Both sexes,8836,179.4,4925501
3824,Gonorrhea,2018,Wisconsin,55,Ages 13 years and older,All races/ethnicities,Both sexes,7865,160.4,4902758
3825,Gonorrhea,2017,Wisconsin,55,Ages 13 years and older,All races/ethnicities,Both sexes,7649,156.8,4879551
